op1,op2,op3,sensor1,sensor2,sensor3,sensor4,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,label
0.0033,-0.0002,100.0,518.67,642.91,1592.69,1412.7,553.09,2388.12,9070.12,47.56,521.7,2388.02,8146.85,84.763,0.03,394.0,2388.0,100.0,38.87,232.734,0
0.0029,0.0001,100.0,518.67,642.88,1592.52,1412.91,553.28,2388.02,9074.41,47.71,521.74,2388.12,8147.72,Aug 46,0.03,393.0,2388.0,100.0,38.78,23.371,0
-0.0036,-0.0002,100.0,518.67,642.87,1600.76,1406.68,552.92,2388.09,9068.44,47.54,520.77,2388.11,8148.15,84.123,0.03,392.0,2388.0,100.0,38.86,233.541,0
0.0032,-0.0001,100.0,518.67,643.09,1586.57,1408.21,553.77,2388.12,9072.45,47.47,521.46,2388.11,8145.66,84.446,0.03,394.0,2388.0,100.0,38.99,233.309,0
0.001,0.0001,100.0,518.67,643.16,1590.78,1411.66,553.56,2388.1,9068.24,47.52,521.46,2388.1,8144.87,84.414,0.03,393.0,2388.0,100.0,38.75,233.147,0
-0.0002,0.0003,100.0,518.67,643.06,1596.47,1406.28,553.91,2388.06,9068.95,47.62,520.84,2388.12,8152.25,84.348,0.03,393.0,2388.0,100.0,38.84,232.077,0
-0.001,0.0001,100.0,518.67,642.86,1592.47,1414.63,553.17,2388.13,9070.23,47.74,521.16,2388.12,8148.63,84.495,0.03,394.0,2388.0,100.0,38.79,232.336,0
0.0014,-0.0,100.0,518.67,642.68,1590.59,1409.87,553.96,2388.12,9069.7,47.67,521.33,2388.15,8150.97,84.357,0.03,393.0,2388.0,100.0,38.75,23.209,0
-0.0018,0.0002,100.0,518.67,643.23,1601.02,1408.9,553.45,2388.05,9063.54,47.46,521.59,2388.11,8143.41,84.744,0.03,394.0,2388.0,100.0,38.83,233.575,0
0.0014,0.0004,100.0,518.67,642.8,1587.46,1410.4,553.73,2388.11,9070.71,47.66,521.28,2388.09,8148.82,84.472,0.03,393.0,2388.0,100.0,38.8,232.895,0
-0.0017,0.0001,100.0,518.67,642.67,1592.83,1406.88,553.35,2388.11,9069.67,47.46,521.18,2388.1,8152.87,84.493,0.03,394.0,2388.0,100.0,38.72,232.553,0
0.0008,-0.0001,100.0,518.67,642.32,1593.83,1407.69,553.0,2388.13,9071.15,47.65,521.66,2388.11,8144.84,84.447,0.03,393.0,2388.0,100.0,38.82,231.824,0
-0.0002,0.0004,100.0,518.67,642.68,1593.67,1412.71,553.43,2388.09,9077.18,47.69,520.94,2388.09,8148.9,84.482,0.03,394.0,2388.0,100.0,38.71,232.213,0
-0.0004,-0.0001,100.0,518.67,642.99,1593.78,1404.68,552.61,2388.13,9071.48,47.64,521.73,2388.11,8144.02,8.462,0.03,394.0,2388.0,100.0,38.81,232.847,0
0.0027,0.0004,100.0,518.67,642.98,1590.33,1411.66,553.53,2388.11,9070.67,47.56,520.9,2388.07,8151.93,84.395,0.03,394.0,2388.0,100.0,38.7,232.459,0
-0.0023,-0.0004,100.0,518.67,642.96,1599.65,1413.34,553.49,2388.07,9070.71,47.66,521.63,2388.11,8146.92,8.448,0.03,392.0,2388.0,100.0,38.63,233.894,0
-0.0022,-0.0002,100.0,518.67,643.49,1588.68,1412.07,553.31,2388.12,9070.14,47.58,521.42,2388.1,8150.84,84.341,0.03,394.0,2388.0,100.0,38.87,232.635,0
0.0019,0.0002,100.0,518.67,642.63,1594.54,1406.42,552.42,2388.12,9073.86,47.85,521.66,2388.12,8149.47,84.699,0.03,394.0,2388.0,100.0,38.82,232.137,0
-0.0044,0.0003,100.0,518.67,643.01,1598.16,1410.66,553.52,2388.15,9068.9,47.63,521.17,2388.11,8147.85,84.679,0.03,394.0,2388.0,100.0,38.63,23.275,0
0.0027,0.0004,100.0,518.67,643.14,1593.05,1419.76,552.78,2388.11,9069.61,47.65,520.7,2388.12,8152.81,84.742,0.03,394.0,2388.0,100.0,38.57,232.618,0
-0.0018,-0.0,100.0,518.67,643.13,1599.64,1413.73,552.98,2388.11,9072.97,47.52,521.34,2388.12,8152.62,84.681,0.03,394.0,2388.0,100.0,38.67,231.829,0
0.0026,-0.0003,100.0,518.67,642.73,1598.37,1417.49,553.05,2388.13,9072.08,47.83,520.66,2388.12,8143.53,84.318,0.03,394.0,2388.0,100.0,38.68,232.728,0
-0.0017,-0.0002,100.0,518.67,642.61,1599.71,1406.54,553.18,2388.11,9077.79,47.66,521.18,2388.11,8152.44,8.482,0.03,393.0,2388.0,100.0,38.76,23.314,0
-0.0026,0.0001,100.0,518.67,643.14,1598.65,1418.33,552.36,2388.16,9075.94,47.7,521.1,2388.13,8151.05,84.423,0.03,396.0,2388.0,100.0,38.8,231.703,0
-0.0008,0.0004,100.0,518.67,643.77,1593.7,1408.71,553.07,2388.13,9078.67,47.54,521.6,2388.08,8155.17,84.377,0.03,393.0,2388.0,100.0,38.78,232.157,0
0.0042,-0.0002,100.0,518.67,643.04,1593.98,1411.41,552.71,2388.09,9078.11,47.55,521.05,2388.06,8152.43,84.661,0.03,395.0,2388.0,100.0,38.57,232.729,0
-0.0013,0.0005,100.0,518.67,642.88,1595.99,1413.04,552.68,2388.13,9072.86,47.71,520.6,2388.14,8156.27,84.785,0.03,393.0,2388.0,100.0,38.57,233.427,0
-0.0016,0.0005,100.0,518.67,642.7,1590.93,1418.05,552.75,2388.15,9081.05,47.75,521.03,2388.12,8152.57,84.748,0.03,395.0,2388.0,100.0,38.73,232.067,0
0.0001,0.0003,100.0,518.67,642.85,1589.74,1420.2,552.57,2388.12,9075.07,47.72,521.27,2388.11,8149.52,84.702,0.03,396.0,2388.0,100.0,38.66,23.27,0
-0.0013,-0.0002,100.0,518.67,642.88,1601.2,1413.56,552.46,2388.1,9074.98,47.7,520.61,2388.14,8149.5,84.745,0.03,394.0,2388.0,100.0,38.58,232.229,0
0.0048,0.0001,100.0,518.67,643.06,1599.41,1417.22,552.52,2388.08,9088.08,47.75,520.49,2388.12,8156.5,85.015,0.03,392.0,2388.0,100.0,38.8,23.19,0
0.0013,-0.0004,100.0,518.67,643.79,1599.77,1419.19,551.56,2388.17,9076.61,47.66,520.7,2388.13,8153.91,84.615,0.03,395.0,2388.0,100.0,38.88,232.251,0
-0.0029,0.0004,100.0,518.67,643.15,1598.28,1415.35,553.0,2388.16,9076.4,47.79,520.37,2388.07,8153.25,84.495,0.03,394.0,2388.0,100.0,38.71,231.868,0
-0.0017,-0.0003,100.0,518.67,642.47,1598.68,1418.61,552.01,2388.16,9077.39,47.92,520.99,2388.1,8149.06,8.467,0.03,394.0,2388.0,100.0,38.54,232.506,0
-0.004,0.0004,100.0,518.67,642.83,1596.89,1422.69,552.51,2388.11,9077.59,47.7,519.98,2388.14,8155.19,84.779,0.03,394.0,2388.0,100.0,38.5,232.033,0
0.0009,-0.0002,100.0,518.67,643.01,1596.43,1416.12,553.07,2388.14,9084.1,47.69,520.7,2388.12,8159.27,84.662,0.03,394.0,2388.0,100.0,38.72,23.17,0
-0.0009,0.0005,100.0,518.67,643.31,1593.88,1423.55,551.99,2388.15,9084.75,47.95,520.83,2388.15,8157.22,84.604,0.03,393.0,2388.0,100.0,38.78,231.766,0
0.0012,0.0006,100.0,518.67,643.48,1598.25,1412.73,553.26,2388.15,9082.41,47.67,520.85,2388.12,8156.91,84.829,0.03,395.0,2388.0,100.0,38.67,232.282,0
-0.0044,0.0004,100.0,518.67,642.92,1598.83,1421.46,552.68,2388.12,9083.63,47.77,520.67,2388.12,8153.87,85.297,0.03,395.0,2388.0,100.0,38.62,232.518,0
0.0,-0.0002,100.0,518.67,643.06,1593.17,1426.94,552.19,2388.14,9086.82,48.02,520.95,2388.14,8158.12,84.847,0.03,395.0,2388.0,100.0,38.64,232.133,0
0.0007,-0.0,100.0,518.67,642.93,1599.77,1421.07,552.71,2388.11,9082.16,47.66,520.79,2388.18,8156.39,84.796,0.03,394.0,2388.0,100.0,38.49,231.194,0
0.0006,-0.0003,100.0,518.67,642.78,1597.65,1416.63,552.58,2388.12,9088.69,47.91,520.52,2388.13,8153.52,85.312,0.03,395.0,2388.0,100.0,38.48,231.053,0
0.0027,0.0001,100.0,518.67,642.94,1593.51,1419.41,552.02,2388.17,9078.61,47.94,520.54,2388.04,8158.73,84.766,0.03,392.0,2388.0,100.0,38.44,23.153,0
-0.0009,0.0003,100.0,518.67,643.69,1594.0,1419.92,552.31,2388.09,9086.97,48.03,519.98,2388.13,8157.24,84.775,0.03,393.0,2388.0,100.0,38.58,231.426,0
0.0068,-0.0002,100.0,518.67,643.05,1588.3,1418.2,553.01,2388.14,9079.59,47.82,520.68,2388.12,8157.1,8.467,0.03,395.0,2388.0,100.0,38.4,231.573,0
-0.0023,0.0001,100.0,518.67,643.16,1592.32,1422.82,552.81,2388.2,9079.99,47.91,521.04,2388.14,8159.57,85.205,0.03,395.0,2388.0,100.0,38.81,231.446,0
-0.0017,0.0005,100.0,518.67,643.47,1610.1,1424.48,552.17,2388.18,9086.82,48.07,520.47,2388.15,8154.78,8.522,0.03,395.0,2388.0,100.0,38.67,232.342,0
-0.0035,0.0004,100.0,518.67,643.03,1593.48,1420.27,552.45,2388.18,9085.7,47.66,520.27,2388.12,8160.3,85.185,0.03,395.0,2388.0,100.0,38.66,230.402,0
0.002,-0.0001,100.0,518.67,643.14,1591.54,1422.54,551.84,2388.1,9083.55,47.84,520.52,2388.16,8158.06,8.461,0.03,397.0,2388.0,100.0,38.51,231.815,0
-0.0,0.0003,100.0,518.67,642.96,1602.23,1422.12,552.61,2388.11,9091.67,47.8,520.2,2388.15,8161.44,84.596,0.03,395.0,2388.0,100.0,38.49,231.591,1
0.0006,-0.0,100.0,518.67,643.1,1602.53,1419.61,552.1,2388.16,9085.07,47.96,520.93,2388.15,8161.33,85.129,0.03,395.0,2388.0,100.0,38.55,231.937,1
-0.0002,-0.0002,100.0,518.67,643.11,1594.52,1419.23,551.28,2388.2,9086.7,48.09,519.74,2388.14,8159.05,85.043,0.03,395.0,2388.0,100.0,38.71,229.897,1
0.0005,-0.0002,100.0,518.67,643.12,1604.32,1424.27,551.75,2388.2,9083.41,48.04,520.35,2388.12,8158.1,85.204,0.03,395.0,2388.0,100.0,38.59,231.713,1
0.0001,0.0002,100.0,518.67,643.87,1607.43,1425.06,551.73,2388.22,9088.84,48.14,519.97,2388.21,8158.97,85.014,0.03,395.0,2388.0,100.0,38.49,229.721,1
-0.0004,0.0001,100.0,518.67,643.27,1600.02,1426.7,552.44,2388.22,9085.04,47.96,520.56,2388.2,8155.61,85.126,0.03,395.0,2388.0,100.0,38.48,231.781,1
-0.0036,-0.0003,100.0,518.67,643.71,1598.88,1418.55,552.47,2388.15,9094.09,47.88,519.72,2388.2,8163.69,85.098,0.03,394.0,2388.0,100.0,38.53,231.182,1
-0.0,0.0004,100.0,518.67,643.18,1598.98,1427.83,551.25,2388.2,9089.3,48.07,519.73,2388.18,8161.62,8.488,0.03,396.0,2388.0,100.0,38.27,231.046,1
0.001,0.0001,100.0,518.67,643.67,1595.3,1421.8,551.86,2388.21,9094.94,48.02,520.0,2388.17,8157.59,85.136,0.03,396.0,2388.0,100.0,38.67,23.198,1
-0.0018,0.0004,100.0,518.67,643.82,1605.46,1429.66,551.43,2388.16,9087.19,47.98,520.09,2388.17,8163.22,85.177,0.03,396.0,2388.0,100.0,38.41,230.895,1
0.0017,-0.0004,100.0,518.67,643.91,1601.47,1424.78,552.45,2388.22,9092.92,48.03,519.93,2388.17,8171.9,85.206,0.03,395.0,2388.0,100.0,38.68,230.609,1
-0.0,-0.0003,100.0,518.67,643.44,1597.61,1423.67,551.49,2388.19,9096.47,47.99,519.72,2388.24,8160.69,85.285,0.03,396.0,2388.0,100.0,38.49,230.702,1
0.0006,0.0005,100.0,518.67,643.64,1594.8,1426.95,551.16,2388.19,9096.6,48.13,519.66,2388.26,8164.77,85.237,0.03,395.0,2388.0,100.0,38.51,23.046,1
-0.0061,-0.0,100.0,518.67,643.63,1594.21,1422.89,551.84,2388.24,9101.42,48.12,519.91,2388.21,8163.77,84.889,0.03,396.0,2388.0,100.0,38.56,231.462,1
-0.0009,-0.0003,100.0,518.67,643.6,1598.25,1424.36,551.44,2388.18,9089.18,48.17,519.48,2388.15,8167.57,85.377,0.03,398.0,2388.0,100.0,38.52,230.385,1
0.0012,-0.0,100.0,518.67,643.94,1598.56,1426.87,552.29,2388.23,9092.2,48.27,520.05,2388.18,8168.43,85.149,0.03,397.0,2388.0,100.0,38.44,23.094,1
0.0046,0.0002,100.0,518.67,643.78,1602.03,1429.67,551.46,2388.16,9084.13,48.21,520.07,2388.2,8174.85,85.199,0.03,398.0,2388.0,100.0,38.42,230.358,1
-0.0006,0.0001,100.0,518.67,643.91,1601.35,1430.04,551.96,2388.22,9089.87,48.18,519.95,2388.21,8166.83,85.291,0.03,395.0,2388.0,100.0,38.23,231.196,1
-0.0007,0.0004,100.0,518.67,643.67,1596.84,1431.17,550.85,2388.2,9098.67,48.27,519.91,2388.22,8164.83,85.242,0.03,396.0,2388.0,100.0,38.39,231.155,1
-0.001,-0.0003,100.0,518.67,643.44,1603.63,1429.57,551.61,2388.18,9102.01,48.14,519.51,2388.22,8169.97,84.932,0.03,395.0,2388.0,100.0,38.33,230.169,1
-0.0005,0.0006,100.0,518.67,643.85,1608.5,1430.84,551.66,2388.2,9109.36,48.12,519.81,2388.21,8175.57,85.365,0.03,398.0,2388.0,100.0,38.43,230.848,1
0.0008,0.0005,100.0,518.67,642.04,1584.2,1398.13,553.96,2388.06,9056.95,47.14,522.24,2388.0,8138.4,84.207,0.03,391.0,2388.0,100.0,38.96,233.205,0
-0.001,0.0,100.0,518.67,642.66,1587.04,1398.62,554.76,2388.05,9059.67,47.35,522.03,2388.01,8137.38,83.949,0.03,390.0,2388.0,100.0,39.07,234.369,0
0.0013,-0.0002,100.0,518.67,642.07,1580.75,1401.1,554.51,2388.03,9050.43,46.94,522.16,2388.01,8137.2,8.382,0.03,393.0,2388.0,100.0,39.03,233.162,0
0.0008,-0.0002,100.0,518.67,642.5,1580.12,1395.76,554.48,2388.07,9060.43,47.44,522.31,2388.07,8139.35,8.394,0.03,391.0,2388.0,100.0,38.94,234.901,0
0.002,0.0004,100.0,518.67,641.97,1581.48,1394.05,554.14,2388.01,9054.36,47.16,522.0,2388.03,8135.99,84.233,0.03,391.0,2388.0,100.0,38.9,23.419,0
-0.001,-0.0003,100.0,518.67,642.65,1581.26,1397.98,554.86,2388.08,9048.62,47.12,522.58,2388.08,8137.99,84.126,0.03,392.0,2388.0,100.0,39.04,234.656,0
-0.0018,-0.0003,100.0,518.67,642.62,1583.68,1405.76,554.29,2388.06,9051.91,47.26,522.08,2388.01,8141.85,84.369,0.03,393.0,2388.0,100.0,39.03,234.051,0
0.0017,-0.0005,100.0,518.67,642.23,1581.6,1401.86,554.11,2388.0,9059.59,47.13,521.87,2388.06,8141.47,84.197,0.03,392.0,2388.0,100.0,38.85,233.564,0
0.0,0.0003,100.0,518.67,642.6,1581.04,1398.3,554.61,2387.99,9060.04,47.16,522.47,2388.09,8136.84,84.151,0.03,392.0,2388.0,100.0,39.02,233.873,0
-0.0009,0.0003,100.0,518.67,642.72,1582.2,1400.07,554.28,2388.0,9053.42,47.22,522.4,2388.05,8130.42,84.063,0.03,392.0,2388.0,100.0,38.96,233.129,0
-0.0009,0.0002,100.0,518.67,641.94,1591.43,1400.59,554.88,2388.03,9051.86,47.4,522.02,2388.01,8138.08,84.237,0.03,391.0,2388.0,100.0,38.8,234.161,0
-0.0029,0.0003,100.0,518.67,642.61,1583.92,1404.93,553.45,2388.06,9049.23,47.17,522.07,2388.02,8141.09,83.779,0.03,393.0,2388.0,100.0,38.9,233.028,0
0.0002,0.0003,100.0,518.67,642.63,1583.25,1403.52,555.25,2388.03,9057.09,47.25,522.26,2388.06,8138.75,83.743,0.03,390.0,2388.0,100.0,39.16,233.372,0
0.0,0.0004,100.0,518.67,642.16,1591.03,1396.35,554.31,2388.02,9056.59,47.27,521.69,2387.99,8141.57,84.339,0.03,391.0,2388.0,100.0,38.9,233.506,0
-0.0015,0.0001,100.0,518.67,641.83,1585.29,1398.77,554.36,2388.05,9058.29,47.15,522.0,2388.06,8138.07,84.311,0.03,390.0,2388.0,100.0,39.02,232.825,0
-0.0064,-0.0002,100.0,518.67,642.65,1589.05,1392.15,554.17,2388.05,9051.12,47.26,522.25,2387.97,8137.26,84.147,0.03,391.0,2388.0,100.0,38.94,234.078,0
-0.0018,-0.0001,100.0,518.67,642.78,1588.94,1395.76,553.74,2388.0,9051.79,47.35,522.37,2387.99,8140.24,84.018,0.03,393.0,2388.0,100.0,39.13,234.031,0
-0.0013,-0.0005,100.0,518.67,642.26,1584.36,1402.3,554.52,2388.0,9055.82,47.38,521.8,2388.05,8141.53,84.244,0.03,390.0,2388.0,100.0,39.0,233.709,0
0.0029,-0.0004,100.0,518.67,642.05,1580.67,1402.82,553.99,2388.03,9051.22,47.23,522.18,2387.99,8144.32,8.413,0.03,391.0,2388.0,100.0,39.12,234.505,0
-0.002,-0.0002,100.0,518.67,642.25,1580.73,1394.57,554.54,2388.06,9047.08,47.1,522.29,2388.03,8135.13,8.398,0.03,391.0,2388.0,100.0,38.93,233.357,0
-0.0006,0.0004,100.0,518.67,642.18,1586.78,1398.83,554.32,2388.02,9052.89,47.27,522.67,2387.98,8138.16,84.302,0.03,392.0,2388.0,100.0,39.13,233.923,0
-0.0052,-0.0001,100.0,518.67,642.34,1589.55,1405.28,554.71,2388.06,9060.66,47.3,522.53,2388.02,8141.91,8.432,0.03,392.0,2388.0,100.0,39.09,234.213,0
-0.0004,-0.0002,100.0,518.67,642.07,1585.2,1395.59,554.04,2387.99,9058.17,47.12,522.22,2388.05,8133.61,83.839,0.03,392.0,2388.0,100.0,38.94,233.791,0
-0.0038,-0.0002,100.0,518.67,642.24,1585.08,1395.73,554.65,2388.05,9047.82,47.26,521.66,2388.05,8140.94,83.768,0.03,391.0,2388.0,100.0,38.81,233.903,0
-0.0005,-0.0004,100.0,518.67,642.24,1579.4,1390.93,554.21,2388.05,9055.08,47.17,522.15,2387.98,8134.79,83.845,0.03,391.0,2388.0,100.0,38.9,234.004,0
-0.0023,-0.0005,100.0,518.67,641.61,1586.92,1401.63,553.9,2388.04,9047.81,47.28,521.93,2388.05,8140.65,84.062,0.03,391.0,2388.0,100.0,39.01,232.767,0
0.001,0.0002,100.0,518.67,642.36,1581.83,1400.85,554.67,2388.03,9058.62,47.17,521.69,2388.04,8138.31,84.095,0.03,392.0,2388.0,100.0,38.97,233.769,0
0.0001,-0.0,100.0,518.67,641.48,1590.59,1400.68,553.51,2388.04,9054.91,47.22,522.27,2388.03,8131.13,83.998,0.03,392.0,2388.0,100.0,38.91,234.092,0
0.0038,0.0004,100.0,518.67,642.01,1584.71,1396.05,554.94,2388.03,9056.29,47.24,522.15,2387.99,8135.88,84.387,0.03,392.0,2388.0,100.0,39.15,233.378,0
0.0012,0.0004,100.0,518.67,642.21,1584.95,1398.1,554.05,2388.01,9051.75,47.23,522.35,2388.04,8140.32,83.927,0.03,392.0,2388.0,100.0,39.01,233.824,0
0.0039,0.0001,100.0,518.67,642.33,1588.68,1393.95,553.06,2388.04,9056.38,47.33,521.92,2388.05,8143.37,8.393,0.03,391.0,2388.0,100.0,38.98,233.272,0
0.0018,0.0002,100.0,518.67,642.55,1583.7,1400.58,554.32,2388.04,9052.73,47.3,522.11,2388.08,8135.67,8.392,0.03,393.0,2388.0,100.0,39.1,233.545,0
0.0004,0.0002,100.0,518.67,641.82,1583.55,1403.93,554.27,2388.0,9055.13,47.31,522.1,2387.96,8134.74,84.086,0.03,392.0,2388.0,100.0,38.98,234.537,0
-0.0014,0.0005,100.0,518.67,642.83,1584.17,1397.47,554.42,2388.01,9058.0,47.2,522.34,2388.05,8142.72,84.035,0.03,393.0,2388.0,100.0,39.0,233.728,0
-0.0013,0.0001,100.0,518.67,642.08,1584.57,1396.92,554.1,2388.04,9058.14,47.26,522.19,2388.0,8136.27,83.924,0.03,391.0,2388.0,100.0,39.03,23.343,0
-0.0018,0.0001,100.0,518.67,642.06,1580.96,1399.12,554.11,2388.05,9059.15,47.33,522.77,2388.05,8144.61,83.794,0.03,393.0,2388.0,100.0,38.84,233.414,0
0.0058,0.0001,100.0,518.67,641.68,1582.96,1396.65,555.28,2388.02,9055.79,47.17,522.14,2388.05,8140.71,84.142,0.03,394.0,2388.0,100.0,38.78,232.711,0
0.0006,0.0001,100.0,518.67,641.72,1577.99,1401.83,554.11,2388.09,9062.07,47.44,521.81,2388.05,8134.72,84.094,0.03,393.0,2388.0,100.0,38.98,233.501,0
0.0011,0.0004,100.0,518.67,641.94,1580.42,1400.8,554.18,2388.05,9056.99,47.1,522.0,2388.08,8139.81,83.738,0.03,392.0,2388.0,100.0,38.79,233.514,0
-0.0038,0.0001,100.0,518.67,641.97,1579.38,1403.24,553.75,2388.03,9056.52,47.09,521.84,2388.05,8131.57,83.987,0.03,392.0,2388.0,100.0,39.09,234.079,0
0.0009,-0.0002,100.0,518.67,642.79,1586.38,1394.92,554.68,2388.02,9060.55,47.32,522.69,2388.07,8143.58,83.682,0.03,392.0,2388.0,100.0,38.99,233.774,0
0.0027,-0.0003,100.0,518.67,642.61,1586.25,1404.49,554.31,2387.97,9058.97,47.31,522.02,2388.01,8140.13,83.828,0.03,390.0,2388.0,100.0,39.11,234.412,0
0.0044,-0.0003,100.0,518.67,642.58,1587.9,1401.51,554.18,2388.0,9061.97,47.35,521.7,2388.06,8138.47,84.397,0.03,392.0,2388.0,100.0,39.03,233.024,0
-0.0022,-0.0005,100.0,518.67,642.21,1586.83,1395.48,554.45,2388.0,9060.44,47.17,522.47,2388.03,8144.65,84.259,0.03,391.0,2388.0,100.0,39.14,23.448,0
-0.0025,-0.0005,100.0,518.67,642.15,1582.99,1398.33,554.43,2388.04,9055.97,47.06,522.17,2388.06,8138.89,84.342,0.03,392.0,2388.0,100.0,39.23,234.284,0
0.0015,0.0004,100.0,518.67,642.42,1590.25,1401.55,554.0,2388.05,9067.35,47.38,521.88,2388.03,8141.07,84.024,0.03,392.0,2388.0,100.0,38.81,233.352,0
-0.0013,-0.0004,100.0,518.67,642.26,1587.55,1395.3,554.82,2388.04,9055.04,47.29,522.2,2388.02,8139.29,84.134,0.03,393.0,2388.0,100.0,39.01,234.428,0
0.0002,0.0001,100.0,518.67,642.01,1587.21,1392.94,554.41,2388.05,9054.47,47.32,521.88,2387.95,8138.95,84.199,0.03,392.0,2388.0,100.0,38.92,23.406,0
-0.0002,-0.0,100.0,518.67,642.16,1583.53,1396.11,554.28,2388.03,9051.92,47.33,522.28,2388.05,8138.36,83.716,0.03,392.0,2388.0,100.0,39.0,233.813,0
0.0012,-0.0004,100.0,518.67,642.51,1586.16,1402.64,553.87,2388.03,9056.79,47.27,522.07,2388.03,8140.55,84.054,0.03,391.0,2388.0,100.0,39.02,234.013,0
0.0022,0.0001,100.0,518.67,642.39,1592.16,1401.05,554.15,2387.94,9054.5,47.14,522.18,2388.04,8135.1,84.004,0.03,392.0,2388.0,100.0,39.02,233.874,0
0.0042,-0.0,100.0,518.67,642.29,1582.66,1404.99,554.39,2387.99,9061.17,47.36,522.73,2388.07,8142.51,83.954,0.03,392.0,2388.0,100.0,39.14,234.006,0
0.0032,0.0002,100.0,518.67,642.02,1588.04,1399.78,554.54,2388.06,9065.15,47.21,522.54,2388.03,8141.43,84.046,0.03,391.0,2388.0,100.0,38.99,233.824,0
0.0003,0.0002,100.0,518.67,642.03,1585.66,1407.04,554.28,2388.04,9054.67,47.45,522.19,2388.05,8143.47,83.958,0.03,391.0,2388.0,100.0,38.85,234.086,0
-0.0001,0.0002,100.0,518.67,642.41,1594.2,1399.08,554.34,2388.03,9058.13,47.22,522.09,2388.03,8141.34,84.135,0.03,393.0,2388.0,100.0,38.9,234.306,0
-0.0001,-0.0002,100.0,518.67,642.73,1586.08,1403.97,554.47,2388.07,9057.83,47.14,522.08,2388.02,8136.63,84.042,0.03,394.0,2388.0,100.0,39.1,234.319,0
0.0004,-0.0005,100.0,518.67,642.56,1581.97,1398.55,553.99,2388.06,9058.76,47.28,522.06,2388.09,8137.58,84.128,0.03,392.0,2388.0,100.0,38.92,23.366,0
0.004,-0.0005,100.0,518.67,642.52,1581.31,1403.99,553.58,2388.06,9055.97,47.35,521.85,2388.04,8130.67,84.032,0.03,392.0,2388.0,100.0,38.88,233.982,0
0.0011,0.0002,100.0,518.67,642.31,1587.46,1397.56,553.88,2388.03,9056.23,47.22,522.85,2388.07,8142.01,84.039,0.03,390.0,2388.0,100.0,39.15,23.388,0
0.0011,0.0003,100.0,518.67,641.8,1586.82,1405.66,553.34,2388.05,9051.65,47.47,522.23,2388.05,8136.68,84.616,0.03,394.0,2388.0,100.0,38.94,232.905,0
-0.0006,0.0002,100.0,518.67,642.5,1585.5,1392.35,554.01,2388.07,9063.57,47.26,521.8,2388.06,8138.34,84.046,0.03,393.0,2388.0,100.0,38.83,233.697,0
0.0009,0.0002,100.0,518.67,642.18,1591.5,1403.57,553.67,2388.07,9058.94,47.28,522.16,2388.04,8143.24,8.417,0.03,393.0,2388.0,100.0,38.96,234.182,0
0.0018,0.0004,100.0,518.67,642.1,1583.42,1398.98,554.61,2388.07,9052.2,47.27,522.27,2388.03,8149.09,84.241,0.03,393.0,2388.0,100.0,39.01,233.903,0
0.0004,0.0001,100.0,518.67,642.53,1590.04,1404.68,553.9,2388.04,9061.33,47.24,522.24,2388.07,8143.14,84.227,0.03,393.0,2388.0,100.0,39.13,233.791,0
-0.0024,-0.0003,100.0,518.67,641.69,1586.21,1400.69,554.63,2388.03,9057.61,47.29,522.25,2387.98,8139.64,84.379,0.03,392.0,2388.0,100.0,39.12,234.958,0
-0.0003,0.0,100.0,518.67,642.25,1577.22,1397.9,553.79,2388.01,9059.8,47.31,522.15,2388.03,8141.08,84.032,0.03,391.0,2388.0,100.0,38.92,23.432,0
-0.004,-0.0005,100.0,518.67,642.0,1584.55,1403.87,553.84,2388.1,9060.7,47.29,521.81,2388.03,8139.27,8.419,0.03,392.0,2388.0,100.0,39.04,234.697,0
0.0034,-0.0002,100.0,518.67,642.94,1587.27,1400.37,554.43,2388.04,9056.56,47.31,522.14,2387.99,8141.67,84.005,0.03,392.0,2388.0,100.0,39.08,233.725,0
0.0051,-0.0001,100.0,518.67,642.05,1581.93,1404.2,555.14,2388.05,9061.76,47.24,521.69,2388.03,8139.2,84.404,0.03,392.0,2388.0,100.0,39.07,233.595,0
-0.0011,0.0004,100.0,518.67,642.54,1587.02,1397.09,553.8,2387.99,9067.14,47.44,521.88,2387.97,8137.91,84.183,0.03,392.0,2388.0,100.0,39.12,234.527,0
0.0002,0.0001,100.0,518.67,642.9,1579.41,1401.19,554.59,2388.1,9063.98,47.43,522.0,2388.07,8139.03,83.895,0.03,392.0,2388.0,100.0,38.89,233.944,0
-0.0014,-0.0002,100.0,518.67,642.25,1590.21,1389.86,554.25,2388.06,9052.95,47.48,521.66,2388.03,8138.14,84.042,0.03,392.0,2388.0,100.0,38.88,23.293,0
0.0009,0.0002,100.0,518.67,642.42,1585.01,1400.06,554.31,2388.07,9062.66,47.23,523.18,2388.04,8139.97,8.406,0.03,392.0,2388.0,100.0,38.89,234.922,0
0.0023,-0.0001,100.0,518.67,642.75,1589.64,1405.76,554.4,2388.03,9060.23,47.14,521.78,2388.04,8142.13,84.211,0.03,392.0,2388.0,100.0,38.93,233.845,0
-0.0007,-0.0002,100.0,518.67,642.25,1592.23,1406.98,553.73,2388.05,9059.09,47.25,522.24,2387.99,8144.98,84.043,0.03,392.0,2388.0,100.0,39.1,23.41,0
